TableID	TableSource	ParamCat	ParamLabel	ParamNameOrigin	ParamNameNew	ParameterNameICU	unit	UID	TableUID	UnitsID	ReasonForChoosingNewName	withinAlertRange	InlierRange	RangeStandard	
5	infusionDrug			0.45% NS w/ 75mEq NaHCO3 (ml/hr)	nahco3			13	500013	200					
5	infusionDrug			D10 with 150 NaHCO3 (ml/hr)	nahco3			13	500013	200					
5	infusionDrug			Sodium bicarbonate with Sterile Water (ml/hr)	nahco3			13	500013	200					
5	infusionDrug			D5/NaBicarb 150mEq (ml/hr)	nahco3			13	500013	200					
5	infusionDrug			D5 with 150 Na Bicarb (ml/hr)	nahco3			13	500013	200					
5	infusionDrug			Sodium Bicarbonate 150mEq (ml/hr)	nahco3			13	500013	200					
5	infusionDrug			NA Bicarb/ NSS (ml/hr)	nahco3			13	500013	200					
5	infusionDrug			0.45% NaCl + Sodium Bicarbonate (ml/hr)	nahco3			13	500013	200					
5	infusionDrug			D5. 0.45 NS with150 mEq NaHCO3 (ml/hr)	nahco3			13	500013	200					
5	infusionDrug			D5 with 150 meq NAHCO3 (ml/hr)	nahco3			13	500013	200					
5	infusionDrug			0.45 NS/Sodium Bicarbonate 5meq (ml/hr)	nahco3			13	500013	200					
5	infusionDrug			NaHco3 (ml/hr)	nahco3			13	500013	200					
5	infusionDrug			Bicarbonate (ml/hr)	nahco3			13	500013	200					
5	infusionDrug			D5 c 150 MEQ NaHCO3 (ml/hr)	nahco3			13	500013	200					
5	infusionDrug			D5W w/ 150mEq sodium bicarbonate  (ml/hr)	nahco3			13	500013	200					
5	infusionDrug			NaBicarb (ml/hr)	nahco3			13	500013	200					
5	infusionDrug			Norepinephrine (ml/hr)	norepinephrine			14	500014	200	noradrenaline				
5	infusionDrug			Norepinephrine (mcg/min)	norepinephrine			14	500014	104					
5	infusionDrug			Norepinephrine (mcg/kg/min)	norepinephrine			14	500014	103					
5	infusionDrug			norepinephrine Volume (ml) (ml/hr)	norepinephrine			14	500014	200					
5	infusionDrug			Norepinephrine STD 4 mg Dextrose 5% 250 ml (mcg/min)	norepinephrine			14	500014	104					
5	infusionDrug			Norepinephrine MAX 32 mg Dextrose 5% 250 ml (mcg/min)	norepinephrine			14	500014	104					
5	infusionDrug			Norepinephrine (mcg/kg/hr)	norepinephrine			14	500014	102					
5	infusionDrug			Norepinephrine MAX 32 mg Dextrose 5% 500 ml (mcg/min)	norepinephrine			14	500014	104					
5	infusionDrug			Norepinephrine STD 8 mg Dextrose 5% 500 ml (mcg/min)	norepinephrine			14	500014	104					
5	infusionDrug			Norepinephrine STD 4 mg Dextrose 5% 500 ml (mcg/min)	norepinephrine			14	500014	104					
5	infusionDrug			Norepinephrine STD 32 mg Dextrose 5% 500 ml (mcg/min)	norepinephrine			14	500014	104					
5	infusionDrug			Norepinephrine STD 32 mg Dextrose 5% 282 ml (mcg/min)	norepinephrine			14	500014	104					
5	infusionDrug			Norepinephrine (mg/min)	norepinephrine			14	500014	107					
5	infusionDrug			Norepinephrine (mcg/hr)	norepinephrine			14	500014	101					
5	infusionDrug			Norepinephrine (mg/hr)	norepinephrine			14	500014	105					
5	infusionDrug		is important to cardiac patient.	0.45% NS w/40 mEq K (ml/hr)	potassium			15	500015	200					
5	infusionDrug			D5 1/2NS with 20meq Potassium (ml/hr)	potassium			15	500015	200					
5	infusionDrug			1/2 NSS + 40K (ml/hr)	potassium			15	500015	200					
5	infusionDrug			D5 LR with 30meq K (ml/hr)	potassium			15	500015	200					
5	infusionDrug			D5 + 40K (ml/hr)	potassium			15	500015	200					
5	infusionDrug			K PHOS RIDER (ml/hr)	potassium			15	500015	200					
5	infusionDrug			D5.45 with K (ml/hr)	potassium			15	500015	200					
5	infusionDrug			Vasopressin (units/min)	vasopressin			16	500016	109	afterload measures				
5	infusionDrug			Vasopressin (ml/hr)	vasopressin			16	500016	200					
5	infusionDrug			Vasopressin (units/hr)	vasopressin			16	500016	108					
5	infusionDrug			Vasopressin 40 Units Sodium Chloride 0.9% 100 ml (units/min)	vasopressin			16	500016	109					
5	infusionDrug			Vasopressin 40 Units Sodium Chloride 0.9% 100 ml (units/hr)	vasopressin			16	500016	108					
5	infusionDrug			Vasopressin (mcg/min)	vasopressin			16	500016	104					
5	infusionDrug			Vasopressin 40 Units Sodium Chloride 0.9% 200 ml (units/min)	vasopressin			16	500016	109					
6	nurseCharting	Invasive	CI	CI	ci			1	600001		cardiac input				
6	nurseCharting	Vital Signs	CI	CI	ci			1	600001						
6	nurseCharting	Invasive	CO	CO	co			2	600002		cardiac output				
6	nurseCharting	Vital Signs	CO	CO	co			2	600002						
6	nurseCharting	Vital Signs	CVP	CVP	cvp			3	600003		preload: param				
6	nurseCharting	Other Vital Signs and Infusions	CVP (mmHg)	Value	cvp			3	600003						
6	nurseCharting	Vital Signs	End Tidal CO2	End Tidal CO2	etco2			4	600004						
6	nurseCharting	Vital Signs and Infusions	Bedside Glucose	Bedside Glucose	glc			5	600005		preload: param				
6	nurseCharting	Vital Signs	Heart Rate	Heart Rate	hr			6	600006		heart rate				
6	nurseCharting	Vital Signs	Invasive BP	Invasive BP Systolic	ibpd			7	600007						
6	nurseCharting	Vital Signs	Invasive BP	Invasive BP Mean	ibpm			8	600008						
6	nurseCharting	Vital Signs	Invasive BP	Invasive BP Diastolic	ibps			9	600009		invasive arterial bp				
6	nurseCharting	Other Vital Signs and Infusions	Arterial Line MAP (mmHg)	Value	map			10	600010		afterload				
6	nurseCharting	Other Vital Signs and Infusions	MAP (mmHg)	Value	map			10	600010						
6	nurseCharting	Vital Signs	Non-Invasive BP	Non-Invasive BP Diastolic	nibpd			11	600011						
6	nurseCharting	Vital Signs	Non-Invasive BP	Non-Invasive BP Mean	nibpm			12	600012						
6	nurseCharting	Vital Signs	Non-Invasive BP	Non-Invasive BP Systolic	nibps			13	600013						
6	nurseCharting	Invasive	PA	PA Diastolic	pad			14	600014		Pulmonary artery pressure				
6	nurseCharting	Vital Signs	PA	PA Diastolic	pad			14	600014						
6	nurseCharting	Invasive	PA	PA Mean	pam			15	600015						
6	nurseCharting	Vital Signs	PA	PA Mean	pam			15	600015						
6	nurseCharting	Invasive	PAOP	PAOP	paop			16	600016		Pulmonary artery occlusion pressure (“wedge pressure” - PAOP)				
6	nurseCharting	Vital Signs	PAOP	PAOP	paop			16	600016						
6	nurseCharting	Invasive	PA	PA Systolic	pas			17	600017						
6	nurseCharting	Vital Signs	PA	PA Systolic	pas			17	600017						
6	nurseCharting	Invasive	PVR	PVR	pvr			18	600018		afterload				
6	nurseCharting	Vital Signs	PVR	PVR	pvr			18	600018						
6	nurseCharting	Invasive	PVRI	PVRI	pvri			19	600019		afterload				
6	nurseCharting	Vital Signs	PVRI	PVRI	pvri			19	600019						
6	nurseCharting	Vital Signs	Respiratory Rate	Respiratory Rate	rr			20	600020		breathing rate				
6	nurseCharting	Other Vital Signs and Infusions	SpO2	Value	spo2			21	600021						
6	nurseCharting	Vital Signs	O2 Saturation	O2 Saturation	spo2			21	600021						
6	nurseCharting	Vital Signs	SV	SV	sv			22	600022		stroke volume?				
6	nurseCharting	Invasive	SV	SV	sv			22	600022						
6	nurseCharting	SVO2	SVO2	SVO2	svo2			23	600023						
6	nurseCharting	Vital Signs	SVO2	SVO2	svo2			23	600023						
6	nurseCharting	Invasive	SVO2	SVO2	svo2			23	600023						
6	nurseCharting	Invasive	SVR	SVR	svr			24	600024		afterload				
6	nurseCharting	Vital Signs	SVR	SVR	svr			24	600024						
6	nurseCharting	Invasive	SVRI	SVRI	svri			25	600025		afterload				
6	nurseCharting	Vital Signs	SVRI	SVRI	svri			25	600025						
6	nurseCharting	Vital Signs	Temperature	Temperature (C)	tempc			26	600026		36,3-37,5				
6	nurseCharting	Vital Signs	Temperature	Temperature (F)	tempf			27	600027						
7	diagnosis		pulmonary|respiratory failure|acute respiratory failure|due to increased CO2 production	518.81, J96.00				1	700001						
7	diagnosis		cardiovascular|ventricular disorders|hypertension	401.9, I10				2	700002						
7	diagnosis		renal|disorder of kidney|acute renal failure	584.9, N17.9				3	700003						
7	diagnosis		cardiovascular|arrhythmias|atrial fibrillation	427.31, I48.0				4	700004						
7	diagnosis		pulmonary|pulmonary infections|pneumonia	486, J18.9				5	700005						
7	diagnosis		cardiovascular|ventricular disorders|congestive heart failure	428.0, I50.9				6	700006						
7	diagnosis		cardiovascular|cardiac arrest|cardiac arrest|witnessed, < 15 minutes CPR	427.5, I46.9				7	700007						
7	diagnosis		endocrine|glucose metabolism|hyperglycemia	790.6, R73.9				8	700008						
7	diagnosis		cardiovascular|shock / hypotension|sepsis	038.9, A41.9				9	700009						
7	diagnosis		pulmonary|respiratory failure|hypoxemia	799.02, J96.91				10	700010						
7	diagnosis		pulmonary|disorders of the airways|COPD|severe	491.20, J44.9				11	700011						
7	diagnosis		cardiovascular|shock / hypotension|hypotension	458.9, I95.9				12	700012						
7	diagnosis		cardiovascular|chest pain / ASHD|hyperlipidemia	272.4, E78.5				13	700013						
7	diagnosis		neurologic|altered mental status / pain|change in mental status	780.09, R41.82				14	700014						
7	diagnosis		renal|disorder of kidney|chronic renal insufficiency	585.9, N18.9				15	700015						
7	diagnosis		cardiovascular|chest pain / ASHD|acute coronary syndrome|acute myocardial infarction (no ST elevation)	410.71, I21.4				16	700016						
7	diagnosis		infectious diseases|systemic/other infections|hematological effect of infection|leukocytosis	288.8, D72.829				17	700017						
7	diagnosis		gastrointestinal|malnutrition|nutritional deficiency	263.9, E46				18	700018						
7	diagnosis		pulmonary|pleural disorders|pleural effusion|left	511.9, J91.8				19	700019						
7	diagnosis		gastrointestinal|GI bleeding / PUD|lower GI bleeding	578.9, K92.2				20	700020						
7	diagnosis		pulmonary|respiratory failure|acute respiratory distress	518.82				21	700021						
7	diagnosis		renal|disorder of acid base|metabolic acidosis|increased anion gap	276.2, E87.2				22	700022						
7	diagnosis		cardiovascular|chest pain / ASHD|coronary artery disease|known	414.00, I25.10				23	700023						
7	diagnosis		cardiovascular|shock / hypotension|cardiogenic shock	785.51, R57.0				24	700024						
7	diagnosis		cardiovascular|chest pain / ASHD|chest pain	786.50, R07.9				25	700025						
7	diagnosis		cardiovascular|chest pain / ASHD|acute coronary syndrome|acute myocardial infarction (with ST elevation)	410.90, I21.3				26	700026						
7	diagnosis		renal|disorder of kidney|ESRD (end stage renal disease)	585.6, N18.6				27	700027						
7	diagnosis		hematology|platelet disorders|thrombocytopenia	287.5, D69.6				28	700028						
7	diagnosis		endocrine|thyroid|hypothyroidism	244.9, E03.9				29	700029						
7	diagnosis		cardiovascular|shock / hypotension|signs and symptoms of sepsis (SIRS)	995.90				30	700030						
7	diagnosis		cardiovascular|shock / hypotension|septic shock|cultures pending	785.52, R65.21				31	700031						
7	diagnosis		infectious diseases|GU infections|lower urinary tract infection	595.9, N30.9				32	700032						
7	diagnosis		infectious diseases|chest/pulmonary infections|pneumonia|aspiration	507.0, J69.0				33	700033						
7	diagnosis		cardiovascular|shock / hypotension|signs and symptoms of sepsis (SIRS)|due to infectious process with organ dysfunction	995.92, R65.2				34	700034						
7	diagnosis		cardiovascular|shock / hypotension|sepsis|sepsis with multi-organ dysfunction	995.92, R65.20				35	700035						
7	diagnosis		cardiovascular|ventricular disorders|acute pulmonary edema	428.1, I50.1				36	700036						
7	diagnosis		renal|electrolyte imbalance|hypokalemia	276.8, E87.6				37	700037						
7	diagnosis		cardiovascular|arrhythmias|ventricular tachycardia	427.1, I47.2				38	700038						
7	diagnosis		pulmonary|disorders of the airways|acute COPD exacerbation	491.21, J44.1				39	700039						
7	diagnosis		gastrointestinal|hepatic disease|hepatic dysfunction|severe	573.9, K76.9				40	700040						
7	diagnosis		renal|electrolyte imbalance|hypomagnesemia|due to Etoh abuse	275.2, E83.42				41	700041						
7	diagnosis		neurologic|seizures|seizures	345.90, R56.9				42	700042						
7	diagnosis		neurologic|altered mental status / pain|depression|moderate	311, F32.9				43	700043						
7	diagnosis		renal|electrolyte imbalance|hyperkalemia|moderate ( 5.5 -6.1 meq/dl)	276.7, E87.5				44	700044						
7	diagnosis		pulmonary|disorders of the airways|obstructive sleep apnea	780.57, G47.33				45	700045						
7	diagnosis		pulmonary|respiratory failure|acute lung injury	518.81, J80				46	700046						
7	diagnosis		cardiovascular|arrhythmias|sinus tachycardia	785.0, R00.0				47	700047						
7	diagnosis		renal|disorder of kidney|chronic kidney disease|Stage 3 (GFR 30-59)	585.3, N18.3				48	700048						
7	diagnosis		pulmonary|disorders of the airways|asthma / bronchospasm	493.90, J45				49	700049						
7	diagnosis		infectious diseases|systemic/other infections|fever|etiology unknown	780.6, R50.9				50	700050						
7	diagnosis		neurologic|altered mental status / pain|agitation	308.2, F43.0				51	700051						
7	diagnosis		renal|disorder of urinary tract / renal system infection|urinary tract infection	599.0, N39.0				52	700052						
7	diagnosis		neurologic|altered mental status / pain|encephalopathy	348.30, G93.40				53	700053						
7	diagnosis		pulmonary|disorders of vasculature|pulmonary embolism	415.19, I26.99				54	700054						
7	diagnosis		cardiovascular|shock / hypotension|hypovolemia	276.52, E86.1				55	700055						
7	diagnosis		hematology|bleeding and red blood cell disorders|anemia|anemia of critical illness	285.9, D64.9				56	700056						
7	diagnosis		hematology|bleeding and red blood cell disorders|anemia|acute blood loss anemia	285.1, D62				57	700057						
7	diagnosis		neurologic|altered mental status / pain|drug withdrawal syndrome|alcohol	291.81, F10.239				58	700058						
7	diagnosis		pulmonary|respiratory failure|chronic respiratory failure	518.83, J96.10				59	700059						
7	diagnosis		neurologic|altered mental status / pain|encephalopathy|metabolic	348.31, G93.41				60	700060						
7	diagnosis		infectious diseases|systemic/other infections|bacteremia	038.9, R78.81				61	700061						
7	diagnosis		cardiovascular|valvular disease|valvular stenosis|aortic	424.1, I35.0				62	700062						
7	diagnosis		gastrointestinal|abdominal/ general|abdominal pain / tenderness	789.00, R10.9				63	700063						
7	diagnosis		hematology|coagulation disorders|coagulopathy	286.9, D68.9				64	700064						
7	diagnosis		cardiovascular|chest pain / ASHD|acute coronary syndrome|acute myocardial infarction (with ST elevation)|inferior wall	410.41, I21.19				65	700065						
7	diagnosis		renal|electrolyte imbalance|hyponatremia	276.1, E87.0, E87.1				66	700066						
7	diagnosis		gastrointestinal|abdominal/ general|obesity|morbid	278.01, E66.01				67	700067						
7	diagnosis		gastrointestinal|abdominal/ general|obesity	278.00, E66.9				68	700068						
7	diagnosis		cardiovascular|chest pain / ASHD|acute coronary syndrome|unstable angina	411.1, I20.0				69	700069						
7	diagnosis		cardiovascular|arrhythmias|atrial flutter|with variable conduction	427.32, I48.1				70	700070						
7	diagnosis		pulmonary|respiratory failure|hypercarbia	786.09, J96.92				71	700071						
7	diagnosis		neurologic|altered mental status / pain|dementia	294.9, F03				72	700072						
7	diagnosis		renal|fluid imbalance|hypervolemia	276.6, E87.70				73	700073						
7	diagnosis		renal|electrolyte imbalance|hypernatremia	276.0, E87.0				74	700074						
7	diagnosis		cardiovascular|pericardial diseases|pericardial tamponade|by echocardiogram	423.9, I31.9				75	700075						
7	diagnosis		neurologic|disorders of vasculature|stroke	436, I67.8				76	700076						
7	diagnosis		cardiovascular|valvular disease|valvular insufficiency|mitral valve	424.0, I34.8				77	700077						
7	diagnosis		infectious diseases|systemic/other infections|septic shock	785.59, R65.21				78	700078						
7	diagnosis		neurologic|altered mental status / pain|anxiety	300.00, F41.9				79	700079						
7	diagnosis		hematology|coagulation disorders|coagulopathy|coumadin administration	286.9, D68.32				80	700080						
7	diagnosis		cardiovascular|chest pain / ASHD|acute coronary syndrome|anterior wall	410.11, I21.09				81	700081						
7	diagnosis		neurologic|altered mental status / pain|delirium	293.0, F05				82	700082						
7	diagnosis		renal|electrolyte imbalance|hypophosphatemia	275.3, E83.30				83	700083						
7	diagnosis		endocrine|glucose metabolism|DKA	250.13, E10.1				84	700084						
7	diagnosis		gastrointestinal|abdominal/ general|nausea	787.02, R11.0				85	700085						
7	diagnosis		cardiovascular|diseases of the aorta|aortic dissection|descending thoracic	441.01, I71.01				86	700086						
7	diagnosis		neurologic|disorders of vasculature|stroke|ischemic stroke	434.91, I63.50				87	700087						
7	diagnosis		cardiovascular|arrhythmias|AV block|complete heart block	426.0, I44.2				88	700088						
7	diagnosis		renal|electrolyte imbalance|hyponatremia|severe (< 125 meq/dl)	276.1, E87.1				89	700089						
7	diagnosis		cardiovascular|vascular disorders|hypertension|hypertensive emergency/urgency	401.0, I10				90	700090						
7	diagnosis		gastrointestinal|intestinal disease|enteritis|C. difficile colitis	008.45, A04.7				91	700091						
7	diagnosis		gastrointestinal|esophageal disease|esophagitis|regurgitant	530.11, K21.0				92	700092						
7	diagnosis		gastrointestinal|abdominal/ general|transaminase elevation	790.4, R74.0				93	700093						
7	diagnosis		cardiovascular|shock / hypotension|dehydration	276.51, E86.0				94	700094						
7	diagnosis		pulmonary|respiratory failure|respiratory arrest	799.1, R09.2				95	700095						
7	diagnosis		gastrointestinal|abdominal/ general|vomiting	787.03, R11.10				96	700096						
7	diagnosis		gastrointestinal|intestinal disease|diarrhea	787.91, R19.7				97	700097						
7	diagnosis		pulmonary|disorders of lung parenchyma|atelectasis/collapse	518.0, J98.11				98	700098						
7	diagnosis		oncology|chest tumors|primary lung cancer	162.9, C34.90				99	700099						
7	diagnosis		renal|disorder of kidney|chronic kidney disease|Stage 4 (GFR 15-29)	585.4, N18.4				100	700100						
7	diagnosis		infectious diseases|systemic/other infections|hematological effect of infection|bandemia	288.9, D72.825				101	700101						
7	diagnosis		cardiovascular|shock / hypotension|sepsis|sepsis with single organ dysfunction- acute respiratory failure	038.9, 518.81, R65.20, J96.0				102	700102						
7	diagnosis		renal|electrolyte imbalance|hypocalcemia	275.41, E83.51				103	700103						
7	diagnosis		endocrine|glucose metabolism|hypoglycemia	251.1, E16.2				104	700104						
7	diagnosis		cardiovascular|arrhythmias|syncope|likely cardiac origin	780.2, R55				105	700105						
7	diagnosis		cardiovascular|ventricular disorders|cardiomyopathy|dilated|ischemic	425.8, I25.5				106	700106						
7	diagnosis		gastrointestinal|abdominal/ general|dysphagia	787.2, R13.10				107	700107						
7	diagnosis		cardiovascular|arrhythmias|SVT	427.0, I47.1				108	700108						
7	diagnosis		cardiovascular|arrhythmias|bradycardia|symptomatic	427.81, R00.1				109	700109						
7	diagnosis		cardiovascular|chest pain / ASHD|coronary artery disease|no previous CABG	414.01, I25.10				110	700110						
7	diagnosis		renal|electrolyte imbalance|hypochloremia	276.9, E87.8				111	700111						
7	diagnosis		neurologic|disorders of vasculature|cerebral subdural hematoma	432.9, I62.9				112	700112						
7	diagnosis		neurologic|altered mental status / pain|persistent vegetative state	780.03, R40.3				113	700113						
7	diagnosis		neurologic|altered mental status / pain|obtundation	780.09, R40.0				114	700114						
7	diagnosis		cardiovascular|vascular disorders|DVT|left lower extremity	451.2, I80.3				115	700115						
7	diagnosis		gastrointestinal|hepatic disease|viral hepatitis|hepatitis C	573.1, 070.51, B17.1				116	700116						
7	diagnosis		cardiovascular|arrhythmias|ventricular fibrillation	427.41, I49.01				117	700117						
7	diagnosis		gastrointestinal|abdominal/ general|constipation	564.00, K59.00				118	700118						
7	diagnosis		renal|disorder of kidney|chronic kidney disease|Stage 2 (GFR 60-89)	585.2, N18.2				119	700119						
7	diagnosis		renal|electrolyte imbalance|hyponatremia|moderate (125 - 135 meq/dl)	E87.1				120	700120						
7	diagnosis		neurologic|altered mental status / pain|encephalopathy|post-anoxic	348.1, G93.1				121	700121						
7	diagnosis		gastrointestinal|hepatic disease|hepatic dysfunction|with cirrhosis	571.5, K74.60				122	700122						
7	diagnosis		renal|abnormality of urine quantity or quality|oliguria	788.5, R34				123	700123						
7	diagnosis		cardiovascular|infection|endocarditis - native valve|culture pending	421.0, I33.0				124	700124						
7	diagnosis		infectious diseases|skin, bone and joint infections|cellulitis	682.9, L03.90				125	700125						
7	diagnosis		cardiovascular|ventricular disorders|low cardiac output state	428.9, I50.9				126	700126						
7	diagnosis		endocrine|glucose metabolism|diabetes mellitus|Type II|uncontrolled	250.02, E11.65				127	700127						
7	diagnosis		cardiovascular|shock / hypotension|septic shock|organism identified	785.59, 038.9, 995.92, R65.21				128	700128						
7	diagnosis		cardiovascular|ventricular disorders|congestive heart failure|systolic	428.20, I50.20				129	700129						
7	diagnosis		cardiovascular|vascular disorders|DVT|related to vascular catheter	451.9, I80.9				130	700130						
7	diagnosis		burns/trauma|trauma - CNS|intracranial injury|with subarachnoid hemorrhage	852.00, S06.6				131	700131						
7	diagnosis		neurologic|altered mental status / pain|schizophrenia	295.90, F20.9				132	700132						
7	diagnosis		pulmonary|pulmonary infections|pneumonia|community-acquired|bacterial	486, 486, 486, 486, 486, J18.9				133	700133						
7	diagnosis		neurologic|altered mental status / pain|encephalopathy|hepatic	572.2				134	700134						
7	diagnosis		endocrine|fluids and electrolytes|hypokalemia	276.8, E87.8				135	700135						
7	diagnosis		gastrointestinal|abdominal/ general|ascites	789.5, R18.8				136	700136						
7	diagnosis		cardiovascular|diseases of the aorta|aortic aneurysm|thoracic|ascending	441.2, I71.2				137	700137						
7	diagnosis		cardiovascular|ventricular disorders|congestive heart failure|systolic|acute on chronic	428.23, I50.23				138	700138						
7	diagnosis		cardiovascular|vascular disorders|DVT|right upper extremity	451.84, I80.8				139	700139						
7	diagnosis		neurologic|altered mental status / pain|bipolar disorder	296.80, F31.9				140	700140						
7	diagnosis		gastrointestinal|intestinal disease|GI obstruction / ileus|small bowel obstruction	560.9, K56.60				141	700141						
7	diagnosis		renal|disorder of urinary tract / renal system infection|upper urinary tract infection	590.10, N10				142	700142						
7	diagnosis		burns/trauma|dermatology|pressure sore	707.00, L89.90				143	700143						
7	diagnosis		hematology|bleeding and red blood cell disorders|anemia|anemia of chronic disease	285.29, D63.8				144	700144						
7	diagnosis		cardiovascular|shock / hypotension|hypovolemic shock|hemorrhagic	785.59, R57.1, R58				145	700145						
7	diagnosis		pulmonary|respiratory failure|acute respiratory failure|drug related|residual general anesthesia	518.5, J96.00				146	700146						
7	diagnosis		cardiovascular|shock / hypotension|hypovolemic shock	785.59, R57.1				147	700147						
7	diagnosis		cardiovascular|diseases of the aorta|aortic dissection	441.00, I71.00				148	700148						
7	diagnosis		renal|disorder of kidney|acute renal failure|acute tubular necrosis	584.5, N17.0				149	700149						
7	diagnosis		cardiovascular|ventricular disorders|congestive heart failure|diastolic	428.30, I50.30				150	700150						
7	diagnosis		cardiovascular|valvular disease|valvular insufficiency|aortic valve	424.1, I35.1				151	700151						
7	diagnosis		cardiovascular|valvular disease|valvular insufficiency|tricuspid valve	424.2, I36.8				152	700152						
7	diagnosis		gastrointestinal|hepatic disease|hepatic dysfunction|with cirrhosis|alcoholic	571.2, K70.3				153	700153						
7	diagnosis		cardiovascular|arrhythmias|AV block|symptomatic	426.10, I44.30				154	700154						
7	diagnosis		pulmonary|pulmonary infections|pneumonia|community-acquired|viral	480.9, J12.9				155	700155						
7	diagnosis		endocrine|glucose metabolism|diabetes mellitus|Type II|controlled	250.00, E11.9				156	700156						
7	diagnosis		cardiovascular|ventricular disorders|congestive heart failure|combined systolic and diastolic	428.40, I50.40				157	700157						
7	diagnosis		gastrointestinal|pancreatic disease|pancreatitis|acute	577.0, K85.9				158	700158						
7	diagnosis		hematology|bleeding and red blood cell disorders|anemia|anemia of renal disease	285.21, D63.1				159	700159						
7	diagnosis		cardiovascular|ventricular disorders|cardiomyopathy|dilated	I42.0				160	700160						
7	diagnosis		infectious diseases|skin, bone and joint infections|cellulitis|extremity	682.9, L03.119				161	700161						
7	diagnosis		cardiovascular|diseases of the aorta|aortic aneurysm	441.9, I71.9				162	700162						
7	diagnosis		cardiovascular|shock / hypotension|sepsis|sepsis with single organ dysfunction- acute renal failure	038.9, 584.9, R65.20, N17				163	700163						
7	diagnosis		pulmonary|respiratory failure|acute respiratory failure|due to obstructive lung disease	518.84, J96.00				164	700164						
7	diagnosis		gastrointestinal|abdominal/ general|nausea|with vomiting	787.01, R11.2				165	700165						
7	diagnosis		pulmonary|disorders of vasculature|pulmonary hypertension|secondary	416.8, I27.2				166	700166						
7	diagnosis		gastrointestinal|intestinal disease|GI obstruction / ileus|ileus	560.1, K56.0				167	700167						
7	diagnosis		infectious diseases|skin, bone and joint infections|wound infection|surgical wound	998.59				168	700168						
7	diagnosis		pulmonary|disorders of the airways|upper respiratory obstruction	786.00, R06.1				169	700169						
7	diagnosis		hematology|bleeding and red blood cell disorders|pancytopenia	284.8, D61.9				170	700170						
7	diagnosis		pulmonary|pleural disorders|empyema	510.9, J86.9				171	700171						
7	diagnosis		pulmonary|respiratory failure|acute on chronic respiratory failure not due to CHF	518.84, J96.20				172	700172						
7	diagnosis		cardiovascular|ventricular disorders|congestive heart failure|systolic|acute	428.21, I50.21				173	700173						
7	diagnosis		cardiovascular|chest pain / ASHD|acute coronary syndrome|myocardial ischemia	411.89, I24.8				174	700174						
7	diagnosis		neurologic|altered mental status / pain|drug withdrawal syndrome	F19.939				175	700175						
7	diagnosis		endocrine|adrenal disorders|adrenal insufficiency|unexpected hypotension / pressor requirement	255.4, E27.40				176	700176						
7	diagnosis		oncology|GU tumors|prostate CA	185, C61				177	700177						
7	diagnosis		cardiovascular|diseases of the aorta|aortic aneurysm|abdominal	441.4, I71.4				178	700178						
7	diagnosis		neurologic|altered mental status / pain|coma	780.01, R40.20				179	700179						
7	diagnosis		infectious diseases|systemic/other infections|HIV positive	V08, Z21				180	700180						
7	diagnosis		cardiovascular|ventricular disorders|congestive heart failure|diastolic|acute on chronic	428.33, I50.33				181	700181						
7	diagnosis		cardiovascular|shock / hypotension|shock, etiology unclear	785.50, R57.9				182	700182						
7	diagnosis		gastrointestinal|GI bleeding / PUD|peptic ulcer disease	533.90, K27.9				183	700183						
7	diagnosis		cardiovascular|vascular disorders|arterial thromboembolism|right lower extremity	444.22, I74.3				184	700184						
7	diagnosis		neurologic|misc|Parkinson's disease	332.0, G20				185	700185						
7	diagnosis		renal|disorder of acid base|metabolic alkalosis|due to diuretics	276.3, E87.3				186	700186						
7	diagnosis		pulmonary|disorders of lung parenchyma|interstitial lung disease	516.9, J84.9				187	700187						
7	diagnosis		pulmonary|respiratory failure|Tracheostomy performed during this admission for ventilatory support	31.1				188	700188						
7	diagnosis		endocrine|pituitary and temperature regulation|central diabetes insipidus|from trauma	253.5, E23.2				189	700189						
7	diagnosis		renal|electrolyte imbalance|hypercalcemia|due to hyperparathyroidism	275.42, E83.52				190	700190						
7	diagnosis		pulmonary|disorders of vasculature|pulmonary hemorrhage|due to infectious etiology|pneumonia	786.3, R04.9				191	700191						
7	diagnosis		neurologic|disorders of the spinal cord and peripheral nervous system|quadriplegia-partial	344.00, G82.50				192	700192						
7	diagnosis		cardiovascular|ventricular disorders|congestive heart failure|systolic|chronic	428.22, I50.22				193	700193						
7	diagnosis		cardiovascular|vascular disorders|peripheral vascular ischemia|postoperative	443.9, I73.9				194	700194						
7	diagnosis		gastrointestinal|hepatic disease|hepatic failure	570, K72.9				195	700195						
7	diagnosis		renal|abnormality of urine quantity or quality|hematuria	599.7, R31.9				196	700196						
7	diagnosis		renal|disorder of urinary tract / renal system infection|obstructive uropathy	586, N19				197	700197						
7	diagnosis		renal|electrolyte imbalance|hypermagnesemia	275.2, E83.41				198	700198						
7	diagnosis		cardiovascular|valvular disease|valvular stenosis|mitral	394.0, I05.0				199	700199						
7	diagnosis		oncology|hematologic malignancy|multiple myeloma	203.00, C90.00				200	700200						
7	diagnosis		pulmonary|disorders of the airways|upper respiratory obstruction|due to obstructive sleep apnea	780.57, G47.30				201	700201						
7	diagnosis		renal|disorder of kidney|chronic kidney disease|Stage 5 (GFR <14)	585.5, N18.5				202	700202						
7	diagnosis		hematology|coagulation disorders|coagulopathy|liver failure	286.7, D68.4				203	700203						
